SightingDate	fullLocation	StateText	2013	City	lat	lon	bins	Shape
12/14/13 20:00	Purcell, Oklahoma	Oklahoma	6339	Purcell	35.0136831	-97.3611395	0	Sphere
12/14/13 20:02	Phoenix, Arizona	Arizona	1513367	Phoenix	33.4483772	-112.0740374	151	Fireball
12/14/13 21:00	Jacksonville, Florida	Florida	842583	Jacksonville	30.3321838	-81.655651	84	Circle
12/14/13 21:35	Wellington, Florida	Florida	60202	Wellington	26.6586779	-80.2414357	6	Light
12/14/13 21:45	Miami, Florida	Florida	417650	Miami	25.7742658	-80.1936589	41	Light
12/15/13 01:07	Foreston, Minnesota	Minnesota	524	Foreston	45.7344117	-93.7105223	0	Other
12/15/13 16:10	Austin, Texas	Texas	885400	Austin	30.2711286	-97.7436995	88	Light
12/15/13 16:30	Ojai, California	California	7581	Ojai	34.448712	-119.239444366026	0	Cylinder
12/15/13 17:00	Worcester, Massachusetts	Massachusetts	182544	Worcester	42.2625932	-71.8022934	18	Other
12/15/13 18:15	Venice, Florida	Florida	21253	Venice	27.0998708	-82.4544132	2	Fireball
12/15/13 18:30	Sacramento, California	California	479686	Sacramento	38.4732259	-121.2980707	47	Unknown
12/15/13 19:17	Escondido, California	California	148738	Escondido	33.1216751	-117.0814849	14	Sphere
12/15/13 20:00	Fort Worth, Texas	Texas	792727	Fort Worth	32.753177	-97.3327459	79	Light
12/15/13 21:30	Stillwater, Oklahoma	Oklahoma	47186	Stillwater	36.1156306	-97.0585717	4	Light
12/15/13 21:45	Franklin, Wisconsin	Wisconsin	36310	Franklin	44.2127373	-91.1237621	3	Light
12/15/13 22:30	Sacramento, California	California	479686	Sacramento	38.4732259	-121.2980707	47	Changing
12/16/13 05:40	Fayetteville, North Carolina	North Carolina	204408	Fayetteville	35.0529931	-78.8787058	20	Unknown
12/16/13 08:45	Ocoee, Florida	Florida	39172	Ocoee	28.5380295	-81.5450026317181	3	Light
12/16/13 14:30	Memphis, Tennessee	Tennessee	653450	Memphis	35.1490215	-90.0516285	65	Unknown
12/16/13 19:00	Marksville, Louisiana	Louisiana	5593	Marksville	31.1279652	-92.0662356	0	Disk
12/16/13 19:05	Laurel, Delaware	Delaware	3912	Laurel	38.5565041	-75.5713141	0	Unknown
12/16/13 19:20	Morrisville, North Carolina	North Carolina	21932	Morrisville	35.823483	-78.8255621	2	Formation
12/16/13 21:00	Coupeville, Washington	Washington	1849	Coupeville	48.2181895	-122.6858073	0	Sphere
12/17/13 06:50	Aventura, Florida	Florida	37199	Aventura	25.95306985	-80.1366717391487	3	Light
12/17/13 07:30	San Juan Capistrano, California	California	35852	San Juan Capistrano	33.5016932	-117.6625509	3	Sphere
12/17/13 13:30	Brunswick, North Carolina	North Carolina	1129	Brunswick	34.0718195	-78.1914215	0	Egg
12/17/13 15:09	Port Richey, Florida	Florida	2689	Port Richey	28.2716755	-82.7195451	0	Unknown
12/17/13 17:00	Las Vegas, Nevada	Nevada	603488	Las Vegas	36.145204	-115.1611806	60	Teardrop
12/17/13 17:00	Miami, Florida	Florida	417650	Miami	25.7742658	-80.1936589	41	Cylinder
12/17/13 17:45	Seminole, Florida	Florida	17830	Seminole	28.7225829	-81.2353683	1	Light
12/17/13 18:00	Minnetonka, Minnesota	Minnesota	51368	Minnetonka	44.9127229	-93.499059	5	Disk
12/17/13 18:16	Cadiz, Kentucky	Kentucky	2658	Cadiz	36.8650496	-87.835295	0	Other
12/17/13 20:00	Kewaunee, Wisconsin	Wisconsin	2921	Kewaunee	44.521282	-87.6301086	0	Formation
12/17/13 20:00	San Jose, California	California	998537	San Jose	37.3438502	-121.8831349	99	Light
12/17/13 20:30	Seminole, Florida	Florida	17830	Seminole	28.7225829	-81.2353683	1	Changing
12/17/13 21:22	Woodstock, Georgia	Georgia	26890	Woodstock	42.0409247	-74.1181971	2	Fireball
12/17/13 21:30	Perry, Georgia	Georgia	14926	Perry	38.0772859	-89.3760499	1	Fireball
12/18/13 01:00	Albuquerque, New Mexico	New Mexico	556495	Albuquerque	35.0841034	-106.6509851	55	Unknown
12/18/13 04:00	Ainsworth, Iowa	Iowa	569	Ainsworth	41.2889098	-91.5523838	0	Triangle
12/18/13 16:20	Alexandria, Virginia	Virginia	148892	Alexandria	31.1990035	29.8943785	14	Fireball
12/18/13 18:00	San Jacinto, California	California	45851	San Jacinto	33.7839084	-116.958635	4	Formation
12/18/13 18:00	Mitchell, South Dakota	South Dakota	15539	Mitchell	43.7092877	-98.0298399	1	Formation
12/18/13 18:15	Lancaster, California	California	159523	Lancaster	40.03813	-76.3056686	15	Cylinder
12/18/13 18:15	Runnemede, New Jersey	New Jersey	8436	Runnemede	39.8523358	-75.0679498	0	Triangle
12/18/13 19:00	St. Louis, Missouri	Missouri	318416	St. Louis	38.6272733	-90.1978889	31	Light
12/18/13 19:00	Butler, Pennsylvania	Pennsylvania	13562	Butler	40.8913626	-79.9248433	1	Fireball
12/18/13 19:15	Waynesboro, Georgia	Georgia	5809	Waynesboro	38.0684693	-78.8894682	0	Fireball
12/18/13 21:00	Myrtle Beach, South Carolina	South Carolina	29175	Myrtle Beach	33.6955167	-78.8817622	2	Light
12/18/13 21:45	Ames, Iowa	Iowa	61792	Ames	42.0346917	-93.6201507	6	Changing
12/18/13 23:40	Santa Rosa, California	California	171990	Santa Rosa	14.16070225	-90.3212801615175	17	Light
12/19/13 00:00	Daphne, Alabama	Alabama	23633	Daphne	30.626926	-87.889038627962	2	Unknown
12/19/13 03:00	Orlando, Florida	Florida	255483	Orlando	28.5421175	-81.3790462	25	Unknown
12/19/13 05:10	Belmont, North Carolina	North Carolina	10412	Belmont	35.2429175	-81.037297	1	Light
12/19/13 16:00	Anchorage, Alaska	Alaska	300950	Anchorage	61.218056	-149.9002806	30	Circle
12/19/13 17:25	Farmington, Missouri	Missouri	17796	Farmington	36.7304288	-108.2089191	1	Other
12/19/13 17:55	Bowling Green, Kentucky	Kentucky	61488	Bowling Green	36.9903199	-86.4436018	6	Rectangle
12/19/13 18:00	Goodyear, Arizona	Arizona	72864	Goodyear	33.435533	-112.3579609	7	Circle
12/19/13 18:30	Stockton, California	California	298118	Stockton	37.9577016	-121.2907796	29	Light
12/19/13 18:30	Methuen, Massachusetts	Massachusetts	48514	Methuen	42.7262016	-71.1908924	4	Sphere
12/19/13 18:35	Myrtle Beach, South Carolina	South Carolina	29175	Myrtle Beach	33.6955167	-78.8817622	2	Light
12/19/13 19:00	North Myrtle Beach, South Carolina	South Carolina	14827	North Myrtle Beach	33.8160058	-78.680016	1	Flash
12/19/13 19:30	San Anselmo, California	California	12605	San Anselmo	37.9744323	-122.5615032	1	Circle
12/19/13 20:00	Venice, Florida	Florida	21253	Venice	27.0998708	-82.4544132	2	Oval
12/19/13 20:00	Santa Paula, California	California	30091	Santa Paula	34.3554985	-119.064954691622	3	Light
12/19/13 20:30	Lacey, Washington	Washington	44919	Lacey	47.0263876	-122.8072257	4	Oval
12/19/13 22:30	Brecksville, Ohio	Ohio	13533	Brecksville	41.3197763	-81.6267904	1	Circle
12/2/13 03:00	Lillington, North Carolina	North Carolina	3408	Lillington	35.399327	-78.8158528	0	Circle
12/2/13 05:30	Oakley, California	California	38194	Oakley	37.9974219	-121.7124536	3	Chevron
12/2/13 05:30	Wheeling, Illinois	Illinois	38015	Wheeling	42.1251965	-87.9293289308904	3	Unknown
12/2/13 05:51	Orlando, Florida	Florida	255483	Orlando	28.5421175	-81.3790462	25	Fireball
12/2/13 17:30	Portland, Oregon	Oregon	609456	Portland	45.5202471	-122.6741949	60	Light
12/2/13 18:00	Titusville, Florida	Florida	44206	Titusville	28.6122187	-80.8075538	4	Circle
12/2/13 19:00	Antioch, California	California	107100	Antioch	38.0049214	-121.805789	10	Circle
12/2/13 19:00	La Mesa, California	California	58642	La Mesa	33.436568	-111.586066539042	5	Sphere
12/2/13 19:22	Thousand Oaks, California	California	128731	Thousand Oaks	34.1705609	-118.8375937	12	Changing
12/2/13 20:00	Los Angeles, California	California	3884307	Los Angeles	34.0536781	-118.2427025	388	Fireball
12/2/13 20:06	Columbus, New Mexico	New Mexico	1628	Columbus	31.8303365	-107.6385256	0	Other
12/2/13 22:10	Austin, Texas	Texas	885400	Austin	30.2711286	-97.7436995	88	Fireball
12/2/13 22:50	Cincinnati, Ohio	Ohio	297517	Cincinnati	39.1014537	-84.5124602	29	Light
12/20/13 17:00	Alabaster, Alabama	Alabama	31342	Alabaster	33.2194855	-86.8324000755597	3	Fireball
12/20/13 19:15	North Port, Florida	Florida	59212	North Port	27.044224	-82.2359254	5	Formation
12/20/13 19:45	Hudsonville, Michigan	Michigan	7263	Hudsonville	42.870859	-85.8650358	0	Flash
12/20/13 22:00	West Jordan, Utah	Utah	110077	West Jordan	40.6096698	-111.9391031	11	Flash
12/20/13 22:50	Tampa, Florida	Florida	352957	Tampa	27.9477595	-82.458444	35	Light
12/21/13 06:00	Salem, Oregon	Oregon	160614	Salem	44.9391565	-123.033121	16	Triangle
12/21/13 16:46	San Antonio, Texas	Texas	1409019	San Antonio	29.4246002	-98.4951405	140	Disk
12/21/13 17:30	Portland, Oregon	Oregon	609456	Portland	45.5202471	-122.6741949	60	Flash
12/21/13 18:00	Palacios, Texas	Texas	4661	Palacios	28.719054	-96.2112461981943	0	Cylinder
12/21/13 18:43	Seattle, Washington	Washington	652405	Seattle	47.6038321	-122.3300624	65	Oval
12/21/13 19:00	Portland, Oregon	Oregon	609456	Portland	45.5202471	-122.6741949	60	Oval
12/21/13 19:00	Burbank, California	California	104709	Burbank	34.181547	-118.3084489	10	Light
12/21/13 20:00	Richmond, California	California	107571	Richmond	37.5385087	-77.43428	10	Triangle
12/21/13 20:15	Kernersville, North Carolina	North Carolina	23567	Kernersville	36.1198589	-80.0736533	2	Light
12/21/13 20:50	Sparks, Nevada	Nevada	93282	Sparks	39.5349169	-119.7526936	9	Circle
12/21/13 21:15	Orem, Utah	Utah	91648	Orem	40.2975185	-111.6944685	9	Light
12/22/13 00:30	San Rafael, California	California	58994	San Rafael	37.9735346	-122.5310874	5	Light
12/22/13 01:00	Oakland, California	California	406253	Oakland	37.8043808	-122.2708166	40	Triangle
12/22/13 08:45	Virginia Beach, Virginia	Virginia	448479	Virginia Beach	36.8529841	-75.9774183	44	Egg
12/22/13 18:00	Soldotna, Alaska	Alaska	4381	Soldotna	60.4877675	-151.061010045377	0	Light
12/22/13 19:00	Farmington, New Mexico	New Mexico	45426	Farmington	36.7304288	-108.2089191	4	Sphere
12/22/13 19:01	Burton, Michigan	Michigan	29181	Burton	42.9994718	-83.6163424	2	Flash
12/22/13 20:15	Rathdrum, Idaho	Idaho	7090	Rathdrum	47.8124031	-116.8965857	0	Light
12/22/13 20:30	Springfield, Oregon	Oregon	60177	Springfield	44.0462362	-123.0220289	6	Light
12/22/13 20:39	Tucson, Arizona	Arizona	526116	Tucson	32.2217429	-110.926479	52	Formation
12/22/13 21:00	Jacksonville, Florida	Florida	842583	Jacksonville	30.3321838	-81.655651	84	Fireball
12/22/13 21:05	North Palm Beach, Florida	Florida	12348	North Palm Beach	26.8239633	-80.055950698632	1	Fireball
12/22/13 21:30	Sapulpa, Oklahoma	Oklahoma	20836	Sapulpa	36.0027872	-96.0854196226863	2	Light
12/23/13 07:00	Cape Coral, Florida	Florida	165831	Cape Coral	26.5628537	-81.9495331	16	Circle
12/23/13 17:30	Post Falls, Idaho	Idaho	29357	Post Falls	47.715147	-116.9480651	2	Light
12/23/13 18:45	Rexburg, Idaho	Idaho	26520	Rexburg	43.8235163	-111.7870222	2	Flash
12/23/13 19:00	Marietta, Minnesota	Minnesota	158	Marietta	45.0082974	-96.4175513	0	Light
12/23/13 19:30	Rexburg, Idaho	Idaho	26520	Rexburg	43.8235163	-111.7870222	2	Flash
12/23/13 19:30	Orange, California	California	139969	Orange	33.7213739	-117.7903245	13	Circle
12/23/13 20:00	Apache Junction, Arizona	Arizona	37130	Apache Junction	33.4150551	-111.5495868	3	Fireball
12/23/13 20:30	Queen Creek, Arizona	Arizona	29673	Queen Creek	33.221639	-111.585543813058	2	Light
12/23/13 21:15	Wasilla, Alaska	Alaska	8621	Wasilla	61.599359	-149.459505	0	Fireball
12/23/13 21:38	Toledo, Washington	Washington	719	Toledo	41.9955469	-92.5768598	0	Light
12/23/13 22:11	Anchorage, Alaska	Alaska	300950	Anchorage	61.218056	-149.9002806	30	Light
12/23/13 22:22	Anchorage, Alaska	Alaska	300950	Anchorage	61.218056	-149.9002806	30	Circle
12/23/13 23:30	Roanoke, Virginia	Virginia	98465	Roanoke	37.270973	-79.9414313	9	Other
12/24/13 00:15	Watsonville, California	California	52477	Watsonville	36.9180984	-121.764722623255	5	Chevron
12/24/13 00:47	Holts Summit, Missouri	Missouri	3420	Holts Summit	38.640315	-92.1224056	0	Disk
12/24/13 07:45	Norwalk, Connecticut	Connecticut	87776	Norwalk	41.0958545	-73.4205389859629	8	Circle
12/24/13 10:50	Oceanside, California	California	172794	Oceanside	33.1958696	-117.3794834	17	Fireball
12/24/13 13:30	Bellingham, Washington	Washington	82631	Bellingham	48.754402	-122.4788602	8	Disk
12/24/13 16:30	Methuen, Massachusetts	Massachusetts	48514	Methuen	42.7262016	-71.1908924	4	Light
12/24/13 17:00	Laguna Woods, California	California	16400	Laguna Woods	33.6106076	-117.7249722	1	Circle
12/24/13 17:30	Denver, Colorado	Colorado	649495	Denver	39.7391536	-104.9847034	64	Other
12/24/13 18:00	Saratoga, California	California	30907	Saratoga	43.0833231	-73.8712155	3	Sphere
12/24/13 19:00	Fayetteville, Arkansas	Arkansas	78960	Fayetteville	36.069366	-94.2054431750924	7	Formation
12/24/13 19:00	Bethel Park, Pennsylvania	Pennsylvania	32391	Bethel Park	40.3275697	-80.0394977	3	Circle
12/24/13 19:00	Caldwell, Idaho	Idaho	48957	Caldwell	43.6678736	-116.6894156	4	Circle
12/24/13 19:11	Riverdale, Utah	Utah	8560	Riverdale	41.1791924	-111.9929921	0	Flash
12/24/13 19:15	Montpelier, Vermont	Vermont	7755	Montpelier	44.260015	-72.5753599	0	Cylinder
12/24/13 19:25	Glendale, Arizona	Arizona	234632	Glendale	33.558997	-112.404683063895	23	Formation
12/24/13 19:35	Appleton, Wisconsin	Wisconsin	73596	Appleton	44.2611337	-88.4067604	7	Sphere
12/24/13 19:45	Boise, Idaho	Idaho	214237	Boise	43.615046	-116.2044429	21	Circle
12/24/13 20:15	Pullman, Washington	Washington	31395	Pullman	46.7304625	-117.164560812569	3	Circle
12/24/13 20:30	Kewaskum, Wisconsin	Wisconsin	4055	Kewaskum	43.5213798	-88.2278645	0	Formation
12/24/13 20:40	Seattle, Washington	Washington	652405	Seattle	47.6038321	-122.3300624	65	Sphere
12/24/13 20:45	Greensboro, North Carolina	North Carolina	279639	Greensboro	36.0726355	-79.7919754	27	Sphere
12/24/13 20:50	Selinsgrove, Pennsylvania	Pennsylvania	5675	Selinsgrove	40.8062437	-76.8607084	0	Light
12/24/13 21:00	Yuma, Arizona	Arizona	91923	Yuma	32.7253249	-114.624397	9	Cross
12/24/13 21:00	Athena, Oregon	Oregon	1134	Athena	45.8117992	-118.4905252	0	Cross
12/24/13 21:00	Boise, Idaho	Idaho	214237	Boise	43.615046	-116.2044429	21	Sphere
12/24/13 21:00	Flint, Michigan	Michigan	99763	Flint	38.0633815	-88.6272778	9	Light
12/24/13 21:10	Bristol, Connecticut	Connecticut	60568	Bristol	41.7425538	-71.0856545	6	Diamond
12/24/13 21:15	Albuquerque, New Mexico	New Mexico	556495	Albuquerque	35.0841034	-106.6509851	55	Changing
12/24/13 21:20	American Fork, Utah	Utah	27813	American Fork	40.3768954	-111.7957645	2	Light
12/24/13 21:30	Crestview, Florida	Florida	22785	Crestview	30.7621326	-86.5705084	2	Sphere
12/24/13 21:30	Lynn, Massachusetts	Massachusetts	91589	Lynn	42.466763	-70.9494939	9	Formation
12/24/13 21:30	Albuquerque, New Mexico	New Mexico	556495	Albuquerque	35.0841034	-106.6509851	55	Cone
12/24/13 22:00	Post Falls, Idaho	Idaho	29357	Post Falls	47.715147	-116.9480651	2	Circle
12/24/13 22:15	New Orleans, Louisiana	Louisiana	378715	New Orleans	29.9499323	-90.0701156	37	Sphere
12/24/13 22:15	Garden Grove, California	California	175140	Garden Grove	33.7746292	-117.9463717	17	Teardrop
12/24/13 22:15	Jacksonville, Florida	Florida	842583	Jacksonville	30.3321838	-81.655651	84	Circle
12/24/13 22:30	Covington, Louisiana	Louisiana	9352	Covington	31.196549	-86.4597236	0	Circle
12/24/13 23:20	Slidell, Louisiana	Louisiana	27526	Slidell	30.2751945	-89.7811745	2	Light
12/24/13 23:25	Mesa, Arizona	Arizona	457587	Mesa	33.4153149	-111.8312672	45	Unknown
12/24/13 23:35	Vero Beach, Florida	Florida	15749	Vero Beach	27.6387163	-80.3975399	1	Fireball
12/24/13 23:40	San Diego, California	California	1355896	San Diego	32.7469869	-117.21177	135	Circle
12/25/13 00:30	Portsmouth, Ohio	Ohio	20430	Portsmouth	38.7317431	-82.9976742	2	Light
12/25/13 00:30	Los Angeles, California	California	3884307	Los Angeles	34.0536781	-118.2427025	388	Unknown
12/25/13 00:45	Miami, Florida	Florida	417650	Miami	25.7742658	-80.1936589	41	Fireball
12/25/13 05:00	St. Louis, Missouri	Missouri	318416	St. Louis	38.6272733	-90.1978889	31	Triangle
12/25/13 06:35	Lancaster, Pennsylvania	Pennsylvania	59325	Lancaster	40.03813	-76.3056686	5	Light
12/25/13 07:10	Grangeville, Idaho	Idaho	3123	Grangeville	45.926552	-116.1223654	0	Sphere
12/25/13 08:30	Keyport, New Jersey	New Jersey	7196	Keyport	40.4331631	-74.1995883	0	Other
12/25/13 10:00	Coral Springs, Florida	Florida	126604	Coral Springs	26.26569405	-80.2653395734081	12	Light
12/25/13 16:25	Fredericksburg, Virginia	Virginia	28132	Fredericksburg	38.3031837	-77.4605399	2	Egg
12/25/13 16:30	San Jose, California	California	998537	San Jose	37.3438502	-121.8831349	99	Light
12/25/13 17:10	Berlin, Wisconsin	Wisconsin	5478	Berlin	43.9680365	-88.9434477	0	Fireball
12/25/13 17:42	Calabasas, California	California	24153	Calabasas	34.149416	-118.674434	2	Circle
12/25/13 18:00	Sanford, Florida	Florida	56002	Sanford	28.8117179	-81.2680328	5	Fireball
12/25/13 18:00	Colorado Springs, Colorado	Colorado	439886	Colorado Springs	38.8338816	-104.8213634	43	Triangle
12/25/13 18:30	Belle, West Virginia	West Virginia	1244	Belle	38.2320461	-81.5376185	0	Triangle
12/25/13 19:00	West Jordan, Utah	Utah	110077	West Jordan	40.6096698	-111.9391031	11	Light
12/25/13 19:08	Hayward, California	California	151574	Hayward	37.6688205	-122.0807964	15	Light
12/25/13 19:15	McCordsville, Indiana	Indiana	5183	McCordsville	39.9080952	-85.9227592	0	Sphere
12/25/13 19:15	Loveland, Colorado	Colorado	71334	Loveland	40.3977612	-105.0749801	7	Oval
12/25/13 19:40	Pigeon Forge, Tennessee	Tennessee	6036	Pigeon Forge	35.7884241	-83.5543329	0	Oval
12/25/13 19:45	Yountville, California	California	2973	Yountville	38.3954135	-122.360229077242	0	Triangle
12/25/13 20:00	Orlando, Florida	Florida	255483	Orlando	28.5421175	-81.3790462	25	Fireball
12/25/13 20:00	Orlando, Florida	Florida	255483	Orlando	28.5421175	-81.3790462	25	Light
12/25/13 20:15	Woonsocket, Rhode Island	Rhode Island	41026	Woonsocket	42.0028761	-71.5147839	4	Fireball
12/25/13 20:30	Sacramento, California	California	479686	Sacramento	38.4732259	-121.2980707	47	Fireball
12/25/13 20:35	Weston, Florida	Florida	68388	Weston	26.1037272	-80.4031047666402	6	Circle
12/25/13 20:40	Huntington Beach, California	California	197575	Huntington Beach	33.6637339	-118.0054636	19	Light
12/25/13 21:30	Port Richey, Florida	Florida	2689	Port Richey	28.2716755	-82.7195451	0	Light
12/25/13 21:30	Hackettstown, New Jersey	New Jersey	9607	Hackettstown	40.8539878	-74.8290556	0	Light
12/25/13 21:45	Albuquerque, New Mexico	New Mexico	556495	Albuquerque	35.0841034	-106.6509851	55	Cone
12/25/13 22:15	Belmont, North Carolina	North Carolina	10412	Belmont	35.2429175	-81.037297	1	Light
12/25/13 22:30	Beavercreek, Ohio	Ohio	45712	Beavercreek	39.771741	-84.0708363675497	4	Cone
12/25/13 23:05	Elgin, Illinois	Illinois	110145	Elgin	42.0372487	-88.2811895	11	Cylinder
12/25/13 23:30	Sacramento, California	California	479686	Sacramento	38.4732259	-121.2980707	47	Triangle
12/26/13 04:30	St. Louis, Missouri	Missouri	318416	St. Louis	38.6272733	-90.1978889	31	Circle
12/26/13 05:30	Little Rock, Arkansas	Arkansas	197357	Little Rock	34.7464809	-92.2895948	19	Cigar
12/26/13 17:05	Puyallup, Washington	Washington	38609	Puyallup	47.1849009	-122.2921406	3	Other
12/26/13 17:21	O'Fallon, Missouri	Missouri	82809	O'Fallon	38.8106075	-90.6998477	8	Cigar
12/26/13 17:43	Manhattan, Kansas	Kansas	56143	Manhattan	39.1836082	-96.5716694	5	Fireball
12/26/13 17:45	St. Charles, Missouri	Missouri	67569	St. Charles	38.783194	-90.4823681	6	Oval
12/26/13 17:51	Columbia, Missouri	Missouri	115276	Columbia	38.951883	-92.3337366	11	Light
12/26/13 18:00	Monument, Colorado	Colorado	5817	Monument	51.5106506	-0.0861035	0	Fireball
12/26/13 18:00	Alpharetta, Georgia	Georgia	62298	Alpharetta	34.0709576	-84.2747329	6	Circle
12/26/13 18:21	Anchorage, Alaska	Alaska	300950	Anchorage	61.218056	-149.9002806	30	Unknown
12/26/13 19:00	Medina, Ohio	Ohio	26570	Medina	41.1000764	-81.9382517	2	Changing
12/26/13 19:13	Columbus, Ohio	Ohio	822553	Columbus	39.9622601	-83.0007065	82	Fireball
12/26/13 21:00	Los Angeles, California	California	3884307	Los Angeles	34.0536781	-118.2427025	388	Cigar
12/26/13 22:15	Boynton Beach, Florida	Florida	71097	Boynton Beach	26.5253491	-80.0664309	7	Circle
12/26/13 22:30	Foley, Alabama	Alabama	15818	Foley	30.4065868	-87.6835974	1	Diamond
12/26/13 22:45	Las Cruces, New Mexico	New Mexico	101324	Las Cruces	32.3140549	-106.7798135	10	Light
12/26/13 23:00	Batesville, Mississippi	Mississippi	7457	Batesville	34.318041	-89.9279037549254	0	Unknown
12/26/13 23:30	Compton, California	California	97877	Compton	33.9136248	-118.2468201	9	Fireball
12/27/13 00:00	Keyser, West Virginia	West Virginia	5310	Keyser	39.4409277	-78.9739156	0	Flash
12/27/13 05:50	Helena, Montana	Montana	29596	Helena	46.5927122	-112.036109	2	Unknown
12/27/13 17:30	Marietta, Minnesota	Minnesota	158	Marietta	45.0082974	-96.4175513	0	Light
12/27/13 17:30	Vandalia, Illinois	Illinois	7043	Vandalia	38.960601	-89.0936778	0	Light
12/27/13 18:00	Marietta, Minnesota	Minnesota	158	Marietta	45.0082974	-96.4175513	0	Light
12/27/13 18:15	Wellington, Colorado	Colorado	6725	Wellington	-41.2887639	174.7772239	0	Changing
12/27/13 18:45	Haverhill, Massachusetts	Massachusetts	62088	Haverhill	42.7762015	-71.0772796	6	Cigar
12/27/13 19:00	Tucson, Arizona	Arizona	526116	Tucson	32.2217429	-110.926479	52	Fireball
12/27/13 19:12	Vista, California	California	96929	Vista	33.2000368	-117.2425355	9	Triangle
12/27/13 19:30	Marietta, Georgia	Georgia	59089	Marietta	33.9528472	-84.5496148	5	Fireball
12/27/13 19:30	Wrightsville Beach, North Carolina	North Carolina	2552	Wrightsville Beach	34.2085036	-77.7963709	0	Other
12/27/13 19:40	Hutchinson, Minnesota	Minnesota	13871	Hutchinson	44.8877401	-94.3697057	1	Diamond
12/27/13 20:00	Largo, Florida	Florida	78409	Largo	27.9094665	-82.7873244	7	Sphere
12/27/13 20:30	Salinas, California	California	155662	Salinas	36.6777078	-121.6560114	15	Light
12/27/13 20:39	New Orleans, Louisiana	Louisiana	378715	New Orleans	29.9499323	-90.0701156	37	Light
12/27/13 20:45	Aiken, South Carolina	South Carolina	30296	Aiken	33.5598586	-81.721952	3	Light
12/27/13 21:00	Missoula, Montana	Montana	69122	Missoula	46.8700801	-113.9952796	6	Light
12/27/13 21:00	Quakertown, Pennsylvania	Pennsylvania	8925	Quakertown	40.4417682	-75.3415667	0	Light
12/27/13 21:12	Santa Rosa, California	California	171990	Santa Rosa	14.16070225	-90.3212801615175	17	Formation
12/27/13 21:30	Rochester, Minnesota	Minnesota	110742	Rochester	44.0226213	-92.4630094	11	Light
12/27/13 22:15	Calabash, North Carolina	North Carolina	2072	Calabash	33.8907278	-78.5683446	0	Formation
12/27/13 23:00	Corona, South Dakota	South Dakota	110	Corona	45.3338521	-96.7631231	0	Light
12/28/13 01:15	Indianapolis, Indiana	Indiana	843393	Indianapolis	39.7683795	-86.1580447	84	Cylinder
12/28/13 03:00	Columbus, Ohio	Ohio	822553	Columbus	39.9622601	-83.0007065	82	Sphere
12/28/13 03:55	Zionsville, Indiana	Indiana	25115	Zionsville	39.9508733	-86.261937	2	Circle
12/28/13 04:00	Canton, Ohio	Ohio	72535	Canton	40.7989522	-81.3784445	7	Sphere
12/28/13 04:53	Moreno Valley, California	California	201175	Moreno Valley	33.921961	-117.200107316579	20	Light
12/28/13 06:00	Davison, Michigan	Michigan	5038	Davison	43.0347491	-83.5180063	0	Flash
12/28/13 11:30	Grosse Pointe Park, Michigan	Michigan	11330	Grosse Pointe Park	42.3758708	-82.9374159	1	Circle
12/28/13 13:00	Providence, Rhode Island	Rhode Island	177994	Providence	41.8239891	-71.4128343	17	Teardrop
12/28/13 17:10	Rocky Mount, Virginia	Virginia	4830	Rocky Mount	35.9382104	-77.7905341	0	Changing
12/28/13 18:00	New Bern, North Carolina	North Carolina	30242	New Bern	35.1084931	-77.0441143	3	Light
12/28/13 19:00	Myrtle Beach, South Carolina	South Carolina	29175	Myrtle Beach	33.6955167	-78.8817622	2	Sphere
12/28/13 19:00	Myrtle Beach, South Carolina	South Carolina	29175	Myrtle Beach	33.6955167	-78.8817622	2	Other
12/28/13 19:15	Modesto, California	California	204933	Modesto	37.653176	-120.985143508507	20	Sphere
12/28/13 20:30	St. Clair Shores, Michigan	Michigan	60070	St. Clair Shores	42.4969805	-82.8888054	6	Light
12/28/13 20:57	Forest Hills, Pennsylvania	Pennsylvania	6508	Forest Hills	40.4197911	-79.8500487	0	Unknown
12/28/13 21:00	Los Gatos, California	California	30391	Los Gatos	37.2333645	-121.947273077603	3	Flash
12/28/13 21:00	Maywood, California	California	27748	Maywood	33.9866807	-118.185349	2	Formation
12/28/13 22:00	Orlando, Florida	Florida	255483	Orlando	28.5421175	-81.3790462	25	Formation
12/28/13 22:00	Orlando, Florida	Florida	255483	Orlando	28.5421175	-81.3790462	25	Unknown
12/28/13 23:00	Lancaster, Pennsylvania	Pennsylvania	59325	Lancaster	40.03813	-76.3056686	5	Circle
12/28/13 23:00	Maricopa, Arizona	Arizona	45508	Maricopa	33.4196631	-112.4790473	4	Light
12/29/13 18:00	Price, Utah	Utah	8491	Price	39.5994095	-110.8107148	0	Sphere
12/29/13 18:15	Tequesta, Florida	Florida	5803	Tequesta	26.96085215	-80.0891926251699	0	Fireball
12/29/13 18:20	Omaha, Nebraska	Nebraska	434353	Omaha	41.2587317	-95.9378732	43	Circle
12/29/13 18:20	Sarasota, Florida	Florida	53326	Sarasota	27.3364347	-82.5306527	5	Fireball
12/29/13 19:00	Cleveland, Tennessee	Tennessee	42774	Cleveland	35.1595182	-84.8766115	4	Sphere
12/29/13 19:15	Greeley, Colorado	Colorado	96539	Greeley	40.4233142	-104.7091322	9	Circle
12/29/13 19:30	Wellington, Florida	Florida	60202	Wellington	26.6586779	-80.2414357	6	Sphere
