4046267	North Baldwin Infirmary	North Baldwin Infirmary		30.90043	-87.78273	S	HSP	US		AL	003			0	80	93	America/Indiana/Knox	2007-02-14
4046272	East Texas Medical Center - Trinity	East Texas Medical Center - Trinity		30.9587969	-95.3838293	S	HSP	US		TX	455			0	84	77	America/Indiana/Knox	2006-01-15
4046482	Riverside General Hospital	Riverside General Hospital		29.7310623	-95.3607716	S	HSP	US		TX	201			0	14	14	America/Indiana/Knox	2006-01-15
4046607	Beard Memorial Hospital	Beard Memorial Hospital		31.8087676	-85.9780068	S	HSP	US		AL	109			0	156	150	America/Indiana/Knox	2006-01-15
4048146	R J Taylor Memorial Hospital	R J Taylor Memorial Hospital		32.2976607	-83.4846191	S	HSP	US		GA	235			0	84	75	America/Kentucky/Monticello	2006-01-15
4049215	Bibb Medical Center	Bibb Medical Center		32.9512348	-87.148607	S	HSP	US		AL	007			0	78	0	America/Indiana/Knox	2006-01-15
4050091	Black Belt Community Health Center	Black Belt Community Health Center		32.7742986	-88.1672472	S	HSP	US		AL	119			0	43	0	America/Indiana/Knox	2006-01-15
4050148	Deaconess Hospital	Deaconess Hospital		35.5264462	-97.5844853	S	HSP	US		OK	109			0	394	398	America/Chicago	2006-01-15
4051068	Boaz Nursing Home	Boaz Nursing Home		34.22065	-86.1616432	S	HSP	US		AL	095			0	318	305	America/Indiana/Knox	2006-01-15
4051070	Boaz-Albertville Hospital	Boaz-Albertville Hospital		34.2220387	-86.1608098	S	HSP	US		AL	095			0	319	305	America/Indiana/Knox	2006-01-15
4051333	Boshell Diabetes Center	Boshell Diabetes Center		33.5051055	-86.8024897	S	HSP	US		AL	073			0	186	178	America/Indiana/Knox	2006-01-15
4051502	Bradford Clinic	Bradford Clinic		33.584548	-86.6458205	S	HSP	US		AL	073			0	275	262	America/Indiana/Knox	2006-01-15
4051983	Brookwood Medical Center	Brookwood Medical Center		33.4639955	-86.7763777	S	HSP	US		AL	073			0	245	289	America/Indiana/Knox	2006-01-15
4051984	Brookwood Medical Clinic	Brookwood Medical Clinic		33.2606718	-87.3136113	S	HSP	US		AL	125			0	184	183	America/Indiana/Knox	2006-01-15
4052168	Brundidge Medical Center	Brundidge Medical Center		31.7287722	-85.8285572	S	HSP	US		AL	109			0	148	148	America/Indiana/Knox	2006-01-15
4052257	Bryan W Whitfield Memorial Hospital	Bryan W Whitfield Memorial Hospital		32.5048586	-87.8366798	S	HSP	US		AL	091			0	47	45	America/Indiana/Knox	2006-01-15
4052298	Bryce Hospital	Bryce Hospital		33.2270627	-87.6300086	S	HSP	US		AL	125			0	51	48	America/Indiana/Knox	2006-01-15
4052299	Bryce Hospital	Bryce Hospital		33.2173405	-87.5386171	S	HSP	US		AL	125			0	68	60	America/Indiana/Knox	2006-01-15
4052489	Bullock County Hospital	Bullock County Hospital		32.1465381	-85.7171718	S	HSP	US		AL	011			0	163	152	America/Indiana/Knox	2006-01-15
4052537	Burdick-West Memorial Hospital	Burdick-West Memorial Hospital		34.2420434	-87.5916906	S	HSP	US		AL	133			0	294	280	America/Indiana/Knox	2006-01-15
4052911	CED Mental Health Center	CED Mental Health Center		34.4556432	-85.7127448	S	HSP	US		AL	049			0	295	293	America/Indiana/Knox	2006-01-15
4052980	Cahaba Regional Mental Health Center	Cahaba Regional Mental Health Center		32.429025	-87.0544351	S	HSP	US		AL	047			0	53	48	America/Indiana/Knox	2006-01-15
4053667	Capstone Medical Center	Capstone Medical Center		33.2078963	-87.52695	S	HSP	US		AL	125			0	88	90	America/Indiana/Knox	2006-01-15
4053808	Carraway Medical Center	Carraway Medical Center		33.3703889	-86.9922154	S	HSP	US		AL	073			0	187	183	America/Indiana/Knox	2006-01-15
4053831	Carroway Methodist Hospital	Carroway Methodist Hospital		33.540105	-86.8119349	S	HSP	US		AL	073			0	182	179	America/Indiana/Knox	2006-01-15
4054459	Central Alabama Hospital (historical)	Central Alabama Hospital (historical)		32.8401259	-86.637482	S	HSP	US		AL	021			0	192	183	America/Indiana/Knox	2006-01-15
4054624	Chambers County Hospital (historical)	Chambers County Hospital (historical)		32.8840156	-85.4091151	S	HSP	US		AL	017			0	257	257	America/Indiana/Knox	2007-02-14
4054789	Charter Wood Hospital	Charter Wood Hospital		31.2057319	-85.3868776	S	HSP	US		AL	069			0	92	100	America/Indiana/Knox	2006-01-15
4054883	Cherokee County Hospital	Cherokee County Hospital		34.1667624	-85.6616304	S	HSP	US		AL	019			0	186	183	America/Indiana/Knox	2006-01-15
4055052	Childrens Hospital	Childrens Hospital		33.5123274	-86.7858228	S	HSP	US		AL	073			0	201	181	America/Indiana/Knox	2006-01-15
4055070	Chilton County Hospital and Nursing Home	Chilton County Hospital and Nursing Home		32.8542922	-86.6216484	S	HSP	US		AL	021			0	187	183	America/Indiana/Knox	2006-01-15
4055173	Choctaw County Hospital	Choctaw County Hospital		32.0890355	-88.2039091	S	HSP	US		AL	023			0	53	0	America/Indiana/Knox	2006-01-15
4055533	Citizens Hospital	Citizens Hospital		33.1901158	-86.0910809	S	HSP	US		AL	121			0	249	244	America/Indiana/Knox	2006-01-15
