"","SightingDate","City","State","Shape","Duration","lon","lat","MilitaryDist","AirportDist","MeterologicalDist","SwampDist","HospitalDist","GolfDist","StorDist","MallDist","LibDist","Hour","Season","Month","Date","Year","Day","Date.Date","MilSw.diff","MilMet.diff","MetSw.diff","is.Round","Sw.Nearest","Met.Nearest","Mil.Nearest","mil.to.swamp.pref.rating","mil.to.swamp.pref.units","mil.to.met.pref.rating","mil.to.met.pref.units","MilMet.diff.mean.by.Roundness"
"16","1/30/13 20:45","Rohnert Park","CA","Sphere","7 minutes",-122.701966581803,38.343412,63.8983547626585,20.791388727763,30.503214960811,11.4839486597125,10.8538373057171,1.87618261373161,65.2647513626422,0.401033989169572,0.644591108006359,20,"Winter",1,0013-01-30,13,30,2013-01-30,52.4144061029459,33.3951398018475,19.0192663010985,1,TRUE,FALSE,FALSE,0.179722133728921,0.820277866271079,0.477370897484152,0.522629102515848,4.21601663434953
"19","1/29/13 23:50","Hagerstown","MD","Light","50 minutes",-77.6966134694512,39.64725705,30.7875996820402,7.30696967709398,24.4765908827718,46.1052397871049,1.44287501499853,29.951552413338,92.0880889465741,1.65545118127177,2.23228314202044,23,"Winter",1,0013-01-29,13,29,2013-01-29,-15.3176401050647,6.3110087992684,-21.6286489043331,0,FALSE,TRUE,FALSE,1.49752628536353,0.497526285363525,0.795014588196367,0.204985411803633,2.65613366421381
"20","1/29/13 21:00","Clifton Park","NY","Light","3-4 minutes",-73.7709535,42.8656325,16.4412576866146,8.89440316264768,38.1546133529963,22.1717603542004,10.8433941386096,8.35499639901401,22.5357720352216,45.2501495336107,43.5403195321952,21,"Winter",1,0013-01-29,13,29,2013-01-29,-5.73050266758577,-21.7133556663817,15.9828529987959,0,FALSE,FALSE,TRUE,1.34854405768794,0.348544057687944,2.32066269383146,1.32066269383146,2.65613366421381
"21","1/29/13 21:00","St. Augustine","FL","Circle","5 minutes",-81.314517,29.894691,49.0001699249936,7.56969182690372,7.56966359503799,7.05073728639206,1.05788731969998,40.4019119956702,36.4482989275195,1.99688049315132,0.375881301672802,21,"Winter",1,0013-01-29,13,29,2013-01-29,41.9494326386015,41.4305063299556,0.518926308645923,1,TRUE,FALSE,FALSE,0.143892098684247,0.856107901315753,0.154482394788123,0.845517605211877,4.21601663434953
"23","1/29/13 08:56","Jacksonville","FL","Triangle","10 seconds",-81.655651,30.3321838,7.35521343055022,10.9772585535279,23.4620263158577,12.0497021592635,1.5061895037031,27.3629710788178,0.312111570572614,2.53362801095108,0.464071315197203,8,"Winter",1,0013-01-29,13,29,2013-01-29,-4.69448872871331,-16.1068128853074,11.4123241565941,0,FALSE,FALSE,TRUE,1.63825322990826,0.638253229908263,3.18984983065305,2.18984983065305,2.65613366421381
"26","1/27/13 23:40","Long Beach","CA","Light","1 minute",-118.1884871,33.7774658,6.09210790552586,5.62566812919602,2.34729638997184,31.6016972654046,0.330805638975168,5.34858041332189,0.91711649212671,0.689334407751635,1.24439609265604,23,"Winter",1,0013-01-27,13,27,2013-01-27,-25.5095893598788,3.74481151555402,-29.2544008754328,0,FALSE,TRUE,FALSE,5.18731738758932,4.18731738758932,0.385301184150517,0.614698815849483,2.65613366421381
"27","1/27/13 22:57","Old Bridge","NJ","Light","5 seconds",-74.3409035740521,40.399178,19.0612469424401,18.8063458219593,28.4502383228729,5.36915716955922,2.34291907625294,2.74166321982994,21.5062448072786,1.61690915567351,9.53444799939913,22,"Winter",1,0013-01-27,13,27,2013-01-27,13.6920897728809,-9.38899138043277,23.0810811533137,0,TRUE,FALSE,FALSE,0.281679219925782,0.718320780074218,1.49256963139846,0.492569631398461,2.65613366421381
"28","1/27/13 21:25","Washington","NC","Disk","~1 minute",-76.5726303,35.8253994,36.0295680403329,60.1867266417078,51.5662390939034,13.2999190645757,27.4033970484319,100.114954230996,95.4349438800034,15.9063034035893,75.8237463388707,21,"Winter",1,0013-01-27,13,27,2013-01-27,22.7296489757572,-15.5366710535705,38.2663200293277,1,TRUE,FALSE,FALSE,0.369139009651386,0.630860990348614,1.43122002007291,0.431220020072907,4.21601663434953
"29","1/27/13 21:00","Scranton","PA","Light","3 seconds",-75.6624122,41.408969,0.445970784181392,9.34548445140458,78.7200681186117,7.84511544799078,0.494726727325248,12.08932270185,141.926186280534,3.88855186975646,73.3710693176105,21,"Winter",1,0013-01-27,13,27,2013-01-27,-7.39914466380939,-78.2740973344303,70.8749526706209,0,FALSE,FALSE,TRUE,17.5910972786951,16.5910972786951,176.513957664531,175.513957664531,2.65613366421381
"31","1/27/13 18:50","Lakewood","CO","Triangle","1 minute",-105.110058198447,39.6310755,19.2982892393518,16.5195456715142,26.8354038661382,81.9401322948494,6.08353178599592,2.00655858229454,5.60444820488034,0.869768450959601,12.6465886366326,18,"Winter",1,0013-01-27,13,27,2013-01-27,-62.6418430554976,-7.53711462678644,-55.1047284287112,0,FALSE,FALSE,TRUE,4.2459790750655,3.2459790750655,1.39055869322433,0.390558693224333,2.65613366421381
"32","1/27/13 09:32","Johns Creek","GA","Unknown","7 seconds",-84.198579,34.0289259,30.3673943892741,19.5339610172561,22.4851147406377,70.4264501576342,4.10837035320158,7.02397158756966,26.9227666062107,1.36092076249282,10.0409155681908,9,"Winter",1,0013-01-27,13,27,2013-01-27,-40.0590557683601,7.88227964863643,-47.9413354169965,0,FALSE,TRUE,FALSE,2.31914695264435,1.31914695264435,0.740436089195045,0.259563910804955,2.65613366421381
