6297551	Sutton, Braxton County Airport	Sutton, Braxton County Airport	K48I	38.6869444444444	-80.6516666666667	S	STNM	US		WV				0	387	398	America/Indiana/Vevay	2006-10-29
6297552	Montauk Point Coast Guard Light Station	Montauk Point Coast Guard Light Station	K48N	41.0666666666667	-71.9333333333333	S	STNM	US		NY				0	1	1	America/New_York	2006-10-29
6297553	East Moriches Coast Guard Station	East Moriches Coast Guard Station	K49N	40.7833333333333	-72.75	S	STNM	US		NY				0	1	-9999	America/New_York	2006-10-29
6297554	Preston, Fillmore County Airport	Preston, Fillmore County Airport	K49Y	43.6766666666667	-92.1797222222222	S	STNM	US		MN				0	389	388	America/Menominee	2006-10-29
6297555	Fort Payne, Isbell Field Airport	Fort Payne, Isbell Field Airport	K4A9	34.4736111111111	-85.7213888888889	S	STNM	US		AL				0	267	269	America/Indiana/Knox	2006-10-29
6297556	Brookings	Brookings	K4BK	42.05	-124.283333333333	S	STNM	US		OR				0	24	2	America/Los_Angeles	2006-10-29
6297557	Blanding 	Blanding 	K4BL	37.6166666666667	-109.466666666667	S	STNM	US		UT				0	1840	1811	America/Shiprock	2006-10-29
6297558	Wilkerson Pass	Wilkerson Pass	K4BM	39.0502777777778	-105.514444444444	S	STNM	US		CO				0	3438	3251	America/Denver	2006-10-29
6297559	Broadus 	Broadus 	K4BQ	45.4333333333333	-105.4	S	STNM	US		MT				0	922	941	America/Denver	2006-10-29
6297560	Cuddleback Gunnery Range	Cuddleback Gunnery Range	K4CB	35.2666666666667	-117.433333333333	S	STNM	US		CA				0	864	840	America/Los_Angeles	2006-10-29
6297561	Corona / Lincoln	Corona / Lincoln	K4CR	34.1	-105.683333333333	S	STNM	US		NM				0	1981	2036	America/Shiprock	2006-10-29
6297562	Douglas	Douglas	K4DG	42.75	-105.383333333333	S	STNM	US		WY				0	1477	1484	America/Denver	2006-10-29
6297563	Gilmer, Fox Stephens Field - Gilmer Municipal Airport	Gilmer, Fox Stephens Field - Gilmer Municipal Airport	K4F4	32.6988888888889	-94.9488888888889	S	STNM	US		TX				0	127	116	America/Chicago	2006-10-29
6297564	Hanksville 	Hanksville 	K4HV	38.3666666666667	-110.716666666667	S	STNM	US		UT				0	1314	1331	America/Shiprock	2006-10-29
6297565	Hermosa Beach Pier	Hermosa Beach Pier	K4L7	33.8666666666667	-118.4	S	STNM	US		CA				0	8	13	America/Los_Angeles	2006-10-29
6297566	Lakeview	Lakeview	K4LW	42.2166666666667	-120.35	S	STNM	US		OR				0	1455	1640	America/Los_Angeles	2006-10-29
6297567	Melrose Gunnery Range	Melrose Gunnery Range	K4MR	34.3	-103.8	S	STNM	US		NM				0	1326	1325	America/Shiprock	2006-10-29
6297568	Moriarty	Moriarty	K4MY	34.9833333333333	-106.05	S	STNM	US		NM				0	1890	1891	America/Shiprock	2006-10-29
6297569	Idabel, Mc Curtain County Regional Airport	Idabel, Mc Curtain County Regional Airport	K4O4	33.9091666666667	-94.8591666666667	S	STNM	US		OK				0	144	135	America/Chicago	2006-10-29
6297570	Omak	Omak	K4OM	48.4166666666667	-119.533333333333	S	STNM	US		WA				0	374	272	America/Los_Angeles	2006-10-29
6297571	Torreon	Torreon	K4SL	35.8	-107.183333333333	S	STNM	US		NM				0	2106	1974	America/Shiprock	2006-10-29
6297572	Superior Valley Gunnery Range	Superior Valley Gunnery Range	K4SU	36.3333333333333	-117.1	S	STNM	US		CA				0	962	1714	America/Los_Angeles	2006-10-29
6297573	Strevell	Strevell	K4SV	42.0166666666667	-113.25	S	STNM	US		ID				0	1612	1589	America/Boise	2006-10-29
6297574	Midlothian/Waxahachie, Mid-Way Regional Airport	Midlothian/Waxahachie, Mid-Way Regional Airport	K4T6	32.4558333333333	-96.9122222222222	S	STNM	US		TX				0	217	211	America/Chicago	2006-10-29
6297575	Durango Aviation Weather Reporting Station	Durango Aviation Weather Reporting Station	K4V5	37.2833333333333	-107.866666666667	S	STNM	US		CO				0	2012	2098	America/Shiprock	2006-10-29
6297576	Rockaway Coast Guard Station	Rockaway Coast Guard Station	K50N	40.5666666666667	-73.8833333333333	S	STNM	US		NY				0	3	-9999	America/New_York	2006-10-29
6297577	Farallon Island	Farallon Island	K50Q	37.7	-123.0	S	STNM	US		CA				0	12	-9999	America/Los_Angeles	2006-10-29
6297578	Short Beach Coast Guard Station	Short Beach Coast Guard Station	K51N	40.5833333333333	-73.55	S	STNM	US		NY				0	1	-9999	America/New_York	2006-10-29
6297579	San Francisco Pbs 	San Francisco Pbs 	K51Q	37.75	-122.7	S	STNM	US		CA				0	5	-9999	America/Los_Angeles	2006-10-29
6297580	Wildwood	Wildwood	K52N	39.0	-74.8166666666667	S	STNM	US		NJ				0	2	3	America/New_York	2006-10-29
6297581	Davis Point Aviation Weather Reporting Station 	Davis Point Aviation Weather Reporting Station 	K52Q	38.05	-122.266666666667	S	STNM	US		CA				0	18	1	America/Los_Angeles	2006-10-29
6297582	Glenwood	Glenwood	K53D	45.65	-95.3833333333333	S	STNM	US		MN				0	423	388	America/North_Dakota/New_Salem	2006-10-29
6297583	Pillar Pt / El Granda	Pillar Pt / El Granda	K53Q	37.5	-122.5	S	STNM	US		CA				0	40	-9999	America/Los_Angeles	2006-10-29
6297584	Point Wilson Coast Guard Light Station	Point Wilson Coast Guard Light Station	K53S	48.1166666666667	-122.75	S	STNM	US		WA				0	1	-9999	America/Los_Angeles	2006-10-29
6297585	Manasquan Inl Coast Guard Station	Manasquan Inl Coast Guard Station	K54N	40.1	-74.0166666666667	S	STNM	US		NJ				0	1	-9999	America/New_York	2006-10-29
6297586	Castroville / Moss	Castroville / Moss	K54Q	36.8	-121.8	S	STNM	US		CA				0	5	-9999	America/Los_Angeles	2006-10-29
6297587	Grayling, Grayling AAF Airport	Grayling, Grayling AAF Airport	K55D	44.6802777777778	-84.7288888888889	S	STNM	US		MI				0	353	356	America/Detroit	2006-10-29
6297588	Atlantic City Coast Guard Station	Atlantic City Coast Guard Station	K55N	39.3833333333333	-74.4166666666667	S	STNM	US		NJ				0	4	-9999	America/New_York	2006-10-29
6297589	Sandy Hook Coast Guard Station	Sandy Hook Coast Guard Station	K56N	40.4666666666667	-74.0166666666667	S	STNM	US		NJ				0	5	-9999	America/New_York	2006-10-29
6297590	Owosso, Owosso Community Airport	Owosso, Owosso Community Airport	K5D3	42.9927777777778	-84.1388888888889	S	STNM	US		MI				0	224	226	America/Detroit	2006-10-29
6297591	Lambertville, Toledo Suburban Airport	Lambertville, Toledo Suburban Airport	K5G9	41.7358333333333	-83.6552777777778	S	STNM	US		MI				0	204	202	America/Detroit	2006-10-29
6297592	Pikeville Remote Automatic Meteorological Observing System 	Pikeville Remote Automatic Meteorological Observing System 	K5I3	37.4833333333333	-82.5166666666667	S	STNM	US		KY				0	446	229	America/Kentucky/Monticello	2006-10-29
6297593	John Day State Airport	John Day State Airport	K5J0	44.4041666666667	-118.9625	S	STNM	US		OR				0	1127	1077	America/Los_Angeles	2007-04-05
6297594	Long Beach 	Long Beach 	K5L8	33.7666666666667	-118.166666666667	S	STNM	US		CA				0	3	-9999	America/Los_Angeles	2006-10-29
6297595	East Addition B323	East Addition B323	K5R0	28.2166666666667	-93.75	S	STNM	US		TX				0	26	-9999	America/Indiana/Petersburg	2006-10-29
6297596	Wharton, Wharton Regional Airport	Wharton, Wharton Regional Airport	K5R5	29.2541666666667	-96.1541666666667	S	STNM	US		TX				0	31	30	America/Indiana/Knox	2006-10-29
6297597	Sunlight	Sunlight	K5SM	39.4255555555556	-107.379166666667	S	STNM	US		CO				0	3232	3169	America/Denver	2006-10-29
6297598	Hillsboro, Hillsboro Municipal Airport	Hillsboro, Hillsboro Municipal Airport	K5T5	32.0833333333333	-97.0972222222222	S	STNM	US		TX				0	209	214	America/Chicago	2006-10-29
6297599	Santa Teresa, Dona Ana County Airport at Santa Teresa	Santa Teresa, Dona Ana County Airport at Santa Teresa	K5T6	31.8808333333333	-106.704722222222	S	STNM	US		NM				0	1253	1252	America/Phoenix	2006-10-29
6297600	Slayton, Slayton Municipal Airport	Slayton, Slayton Municipal Airport	K60Y	43.9866666666667	-95.7825	S	STNM	US		MN				0	495	500	America/North_Dakota/New_Salem	2006-10-29
6297601	Indian River Coast Guard Station	Indian River Coast Guard Station	K61N	38.6166666666667	-75.0666666666667	S	STNM	US		DE				0	1	1	America/New_York	2006-10-29
6297602	Annapolis Coast Guard Station	Annapolis Coast Guard Station	K61W	38.9166666666667	-76.4666666666667	S	STNM	US		MD				0	8	1	America/New_York	2006-10-29
6297603	Wilmette Marines	Wilmette Marines	K62G	42.0666666666667	-87.6833333333333	S	STNM	US		IL				0	183	182	America/Chicago	2006-10-29
6297604	Giddings, Giddings-Lee County Airport	Giddings, Giddings-Lee County Airport	K62H	30.1691666666667	-96.98	S	STNM	US		TX				0	148	141	America/Chicago	2006-10-29
6297605	Cape Henry Coast Guard Light Station	Cape Henry Coast Guard Light Station	K62W	36.9333333333333	-76.0	S	STNM	US		VA				0	1	-9999	America/New_York	2006-10-29
6297606	Chicago / Calumet Coast Guard Station	Chicago / Calumet Coast Guard Station	K63G	41.7166666666667	-87.5333333333333	S	STNM	US		IL				0	180	177	America/Chicago	2006-10-29
6297607	Milford Haven Coast Guard Station	Milford Haven Coast Guard Station	K63W	37.4833333333333	-76.3166666666667	S	STNM	US		VA				0	1	1	America/New_York	2006-10-29
6297608	Parramore Beach	Parramore Beach	K64W	37.5333333333333	-75.6166666666667	S	STNM	US		VA				0	1	-9999	America/New_York	2006-10-29
6297609	Cove Point Coast Guard Light Station	Cove Point Coast Guard Light Station	K66W	38.3833333333333	-76.3833333333333	S	STNM	US		MD				0	1	-9999	America/New_York	2006-10-29
6297610	Castle Hill Coast Guard Station	Castle Hill Coast Guard Station	K67B	41.45	-71.35	S	STNM	US		RI				0	15	-9999	America/New_York	2006-10-29
6297611	Stillpond Coast Guard Station	Stillpond Coast Guard Station	K67W	39.3333333333333	-76.1	S	STNM	US		MD				0	8	1	America/New_York	2006-10-29
6297612	Rocksprings, Edwards County Airport	Rocksprings, Edwards County Airport	K69R	29.9466666666667	-100.173611111111	S	STNM	US		TX				0	723	715	America/Chicago	2006-10-29
6297613	Andrews, Andrews-Murphy Airport	Andrews, Andrews-Murphy Airport	K6A3	35.1944444444444	-83.8647222222222	S	STNM	US		NC				0	518	516	America/Kentucky/Monticello	2006-10-29
6297614	Dryden, Terrel County Airport	Dryden, Terrel County Airport	K6R6	30.0480555555556	-102.213055555556	S	STNM	US		TX				0	707	704	America/Chicago	2006-10-29
6297615	Llano, Llano Municipal Airport	Llano, Llano Municipal Airport	K6R9	30.7836111111111	-98.6619444444444	S	STNM	US		TX				0	336	338	America/Chicago	2006-10-29
6297616	Richlands, Tazewell County Airport	Richlands, Tazewell County Airport	K6V3	37.0636111111111	-81.7980555555555	S	STNM	US		VA				0	808	781	America/Kentucky/Monticello	2006-10-29
6297617	Burlington / Mt Vern	Burlington / Mt Vern	K75S	48.4666666666667	-122.416666666667	S	STNM	US		WA				0	43	23	America/Los_Angeles	2006-10-29
6297618	Oak Harbor Airpark	Oak Harbor Airpark	K76S	48.25	-122.666666666667	S	STNM	US		WA				0	58	39	America/Los_Angeles	2006-10-29
6297619	Malta	Malta	K77M	42.3166666666667	-113.333333333333	S	STNM	US		ID				0	1375	1369	America/Boise	2006-10-29
6297620	Cape Lookout Coast Guard Station	Cape Lookout Coast Guard Station	K77W	34.6	-76.5333333333333	S	STNM	US		NC				0	4	-9999	America/New_York	2006-10-29
6297621	Caro, Tuscola Area Airport	Caro, Tuscola Area Airport	K78D	43.4586111111111	-83.4452777777778	S	STNM	US		MI				0	214	219	America/Detroit	2006-10-29
6297622	Reidsville, Rockingham County NC Shiloh Airport	Reidsville, Rockingham County NC Shiloh Airport	K78N	36.4372222222222	-79.8508333333333	S	STNM	US		NC				0	211	194	America/Kentucky/Monticello	2006-10-29
6297623	South Port / Oak Island Coast Guard Station	South Port / Oak Island Coast Guard Station	K78W	33.8833333333333	-78.0166666666667	S	STNM	US		NC				0	1	-9999	America/Kentucky/Monticello	2006-10-29
6297624	Andalusia, Andalusia-Opp Municipal Airport	Andalusia, Andalusia-Opp Municipal Airport	K79J	31.3	-86.3833333333333	S	STNM	US		AL				0	94	93	America/Indiana/Knox	2006-10-29
6297625	Oregon Inlet Coast Guard Station	Oregon Inlet Coast Guard Station	K79W	35.7666666666667	-75.5166666666667	S	STNM	US		NC				0	1	1	America/New_York	2006-10-29
6297626	Plains / Peterson Field	Plains / Peterson Field	K7A9	32.0833333333333	-84.3666666666667	S	STNM	US		GA				0	160	151	America/Kentucky/Monticello	2006-10-29
6297627	West Cameron 560A	West Cameron 560A	K7B5	28.2833333333333	-93.1833333333333	S	STNM	US		LA				0	0	-9999	America/Indiana/Petersburg	2006-10-29
6297628	Cottonwood Pass	Cottonwood Pass	K7BM	38.7825	-106.218055555556	S	STNM	US		CO				0	2995	3048	America/Denver	2006-10-29
6297629	Troy, Oakland/Troy Airport	Troy, Oakland/Troy Airport	K7D2	42.5427777777778	-83.1777777777778	S	STNM	US		MI				0	222	218	America/Detroit	2006-10-29
6297630	Clarksville, Clarksville-Red River County Airport	Clarksville, Clarksville-Red River County Airport	K7F6	33.5930555555556	-95.0633333333333	S	STNM	US		TX				0	134	128	America/Chicago	2006-10-29
6297631	Comanche, Comanche County-City Airport	Comanche, Comanche County-City Airport	K7F9	31.9166666666667	-98.6002777777778	S	STNM	US		TX				0	423	425	America/Chicago	2006-10-29
6297632	Leeville	Leeville	K7R2	29.2166666666667	-90.2333333333333	S	STNM	US		LA				0	2	1	America/Indiana/Knox	2006-10-29
6297633	Amelia / Lake Palourd	Amelia / Lake Palourd	K7R3	29.7	-91.1	S	STNM	US		LA				0	2	1	America/Indiana/Knox	2006-10-29
6297634	Intracoastal City	Intracoastal City	K7R4	29.7833333333333	-92.1333333333333	S	STNM	US		LA				0	5	1	America/Indiana/Knox	2006-10-29
6297635	Cameron Heliport	Cameron Heliport	K7R5	29.7833333333333	-93.3	S	STNM	US		LA				0	1	1	America/Indiana/Knox	2006-10-29
6297636	South Marsh Island	South Marsh Island	K7R8	28.3	-91.9833333333333	S	STNM	US		LA				0	1	-9999	America/Indiana/Petersburg	2006-10-29
6297637	Cape Disappointment	Cape Disappointment	K82S	46.2833333333333	-124.05	S	STNM	US		WA				0	55	1	America/Los_Angeles	2006-10-29
6297638	Coos Bay Coast Guard Station	Coos Bay Coast Guard Station	K83S	43.35	-124.333333333333	S	STNM	US		OR				0	23	18	America/Los_Angeles	2006-10-29
6297639	Folly Beach Long Range Navigation	Folly Beach Long Range Navigation	K84J	32.6833333333333	-79.8833333333333	S	STNM	US		SC				0	3	-9999	America/Kentucky/Monticello	2006-10-29
6297640	Blunts Reef Coast Guard Station	Blunts Reef Coast Guard Station	K84Q	40.4333333333333	-124.5	S	STNM	US		CA				0	8	-9999	America/Los_Angeles	2006-10-29
6297641	Grays Harbor Coast Guard Station	Grays Harbor Coast Guard Station	K84S	46.9166666666667	-124.1	S	STNM	US		WA				0	6	-9999	America/Los_Angeles	2006-10-29
6297642	Georgetown Coast Guard Light Station	Georgetown Coast Guard Light Station	K85J	33.2166666666667	-79.1833333333333	S	STNM	US		SC				0	8	2	America/Kentucky/Monticello	2006-10-29
6297643	Santa Cruz Harbor	Santa Cruz Harbor	K85Q	36.9666666666667	-122.0	S	STNM	US		CA				0	1	-9999	America/Los_Angeles	2006-10-29
6297644	Siuslaw River Coast Guard Station	Siuslaw River Coast Guard Station	K85S	44.0	-124.116666666667	S	STNM	US		OR				0	12	21	America/Los_Angeles	2006-10-29
6297645	St George Reef Coast Guard Light Station	St George Reef Coast Guard Light Station	K86Q	41.8333333333333	-124.4	S	STNM	US		CA				0	45	-9999	America/Los_Angeles	2006-10-29
6297646	Smith Island Coast Guard Light Station	Smith Island Coast Guard Light Station	K86S	48.3166666666667	-122.85	S	STNM	US		WA				0	1	-9999	America/Los_Angeles	2006-10-29
6297647	Point Piedras Blanca	Point Piedras Blanca	K87Q	35.6655555555556	-121.284722222222	S	STNM	US		CA				0	17	-9999	America/Los_Angeles	2006-10-29
6297648	Quillayute River Coast Guard Light Station	Quillayute River Coast Guard Light Station	K87S	47.9	-124.633333333333	S	STNM	US		WA				0	1	35	America/Los_Angeles	2006-10-29
6297649	Samoa / Humboldt Bay	Samoa / Humboldt Bay	K88Q	40.7666666666667	-124.233333333333	S	STNM	US		CA				0	2	-9999	America/Los_Angeles	2006-10-29
6297650	Tillamook Bay Coast Guard Station	Tillamook Bay Coast Guard Station	K88S	45.5666666666667	-123.916666666667	S	STNM	US		OR				0	15	45	America/Los_Angeles	2006-10-29
6297651	Point Arena Coast Guard Light Station	Point Arena Coast Guard Light Station	K89Q	38.95	-123.733333333333	S	STNM	US		CA				0	18	1	America/Los_Angeles	2006-10-29
6297652	Albertville, Albertville Municipal Airport	Albertville, Albertville Municipal Airport	K8A0	34.2288888888889	-86.2555555555556	S	STNM	US		AL				0	315	305	America/Indiana/Knox	2006-10-29
6297653	Egg Rock Light Station	Egg Rock Light Station	K8B9	44.35	-68.1333333333333	S	STNM	US		ME				0	12	-9999	America/New_York	2006-10-29
6297654	Sisseton, Sisseton Municipal Airport	Sisseton, Sisseton Municipal Airport	K8D3	45.6688888888889	-96.9913888888889	S	STNM	US		SD				0	354	350	America/North_Dakota/New_Salem	2006-10-29
6297655	Decatur, Decatur Municipal Airport	Decatur, Decatur Municipal Airport	K8F7	33.2544444444444	-97.5805555555555	S	STNM	US		TX				0	319	310	America/Chicago	2006-10-29
6297656	Pascagoula Coast Guard Station	Pascagoula Coast Guard Station	K8R0	30.3666666666667	-88.5666666666667	S	STNM	US		MS				0	8	1	America/Indiana/Knox	2006-10-29
6297657	Mobile Point Coast Guard Station	Mobile Point Coast Guard Station	K8R1	30.2333333333333	-88.0333333333333	S	STNM	US		AL				0	1	-9999	America/Indiana/Petersburg	2006-10-29
6297658	Southwest Pass Coast Guard Station	Southwest Pass Coast Guard Station	K8R3	28.9166666666667	-89.4333333333333	S	STNM	US		LA				0	1	-9999	America/Indiana/Petersburg	2006-10-29
6297659	Grand Isle Coast Guard Station	Grand Isle Coast Guard Station	K8R5	29.2666666666667	-89.95	S	STNM	US		LA				0	2	-9999	America/Indiana/Petersburg	2006-10-29
6297660	Freeport Coast Guard Station	Freeport Coast Guard Station	K8R8	28.95	-95.3	S	STNM	US		TX				0	2	1	America/Indiana/Knox	2006-10-29
6297661	Browning, Starr-Browning Airstrip	Browning, Starr-Browning Airstrip	K8S0	48.6011111111111	-113.114722222222	S	STNM	US		MT				0	1419	1408	America/Boise	2006-10-29
6297662	Buffalo, Buffalo Municipal Airport	Buffalo, Buffalo Municipal Airport	K8Y2	45.1588888888889	-93.8430555555556	S	STNM	US		MN				0	295	301	America/Menominee	2006-10-29
6297663	Crane Lake Automatic Weather Observing / Reporting System	Crane Lake Automatic Weather Observing / Reporting System	K8Y8	46.2666666666667	-92.5666666666667	S	STNM	US		MN				0	350	376	America/Menominee	2006-10-29
6297664	Umpqua River Coast Guard Station	Umpqua River Coast Guard Station	K90S	43.6833333333333	-124.166666666667	S	STNM	US		OR				0	41	61	America/Los_Angeles	2006-10-29
6297665	Alki Point Coast Guard Light Station	Alki Point Coast Guard Light Station	K91S	47.5166666666667	-122.416666666667	S	STNM	US		WA				0	1	-9999	America/Los_Angeles	2006-10-29
6297666	Bodega Bay Coast Guard Light Station	Bodega Bay Coast Guard Light Station	K92Q	38.3166666666667	-123.05	S	STNM	US		CA				0	3	-9999	America/Los_Angeles	2006-10-29
6297667	Cape Blanco Coast Guard Station	Cape Blanco Coast Guard Station	K92S	42.8333333333333	-124.566666666667	S	STNM	US		OR				0	57	-9999	America/Los_Angeles	2006-10-29
6297668	Pigeon Point Coast Guard Light Station	Pigeon Point Coast Guard Light Station	K93Q	37.1833333333333	-122.4	S	STNM	US		CA				0	1	-9999	America/Los_Angeles	2006-10-29
6297669	Cape Flattery Coast Guard Light Station	Cape Flattery Coast Guard Light Station	K93S	48.3833333333333	-124.733333333333	S	STNM	US		WA				0	26	-9999	America/Los_Angeles	2006-10-29
6297670	Point Bonita Coast Guard Light Station	Point Bonita Coast Guard Light Station	K94Q	37.8	-122.516666666667	S	STNM	US		CA				0	1	-9999	America/Los_Angeles	2006-10-29
6297671	Cape Vincent Marine Aviation Reporting Station	Cape Vincent Marine Aviation Reporting Station	K95B	44.1166666666667	-76.3333333333333	S	STNM	US		NY				0	75	99	America/New_York	2006-10-29
6297672	Point Pinos Coast Guard Light Station	Point Pinos Coast Guard Light Station	K95Q	36.6333333333333	-121.933333333333	S	STNM	US		CA				0	6	27	America/Los_Angeles	2006-10-29
6297673	Yaquina Bay Coast Guard Station	Yaquina Bay Coast Guard Station	K95S	44.6166666666667	-124.05	S	STNM	US		OR				0	1	6	America/Los_Angeles	2006-10-29
6297674	Trinidad Head Coast Guard Light Station	Trinidad Head Coast Guard Light Station	K96Q	41.05	-124.15	S	STNM	US		CA				0	58	-9999	America/Los_Angeles	2006-10-29
6297675	New Dungeness Coast Guard Station	New Dungeness Coast Guard Station	K96S	48.1666666666667	-123.1	S	STNM	US		WA				0	12	-9999	America/Los_Angeles	2006-10-29
6297676	Point Reyes Coast Guard Station	Point Reyes Coast Guard Station	K97Q	38.0	-123.016666666667	S	STNM	US		CA				0	87	-9999	America/Los_Angeles	2006-10-29
6297677	Point No Point Coast Guard Station	Point No Point Coast Guard Station	K97S	47.9166666666667	-122.533333333333	S	STNM	US		WA				0	1	1	America/Los_Angeles	2006-10-29
6297678	Rio Vista Coast Guard Light Station	Rio Vista Coast Guard Light Station	K98Q	38.15	-121.7	S	STNM	US		CA				0	1	12	America/Los_Angeles	2006-10-29
6297679	Moorhead, Moorhead Municipal Airport	Moorhead, Moorhead Municipal Airport	K99M	46.8391666666667	-96.6630555555556	S	STNM	US		MN				0	280	280	America/North_Dakota/Center	2006-10-29
6297680	Port Chicago	Port Chicago	K99Q	38.0333333333333	-122.033333333333	S	STNM	US		CA				0	12	4	America/Los_Angeles	2006-10-29
6297681	Point Robinson Coast Guard Light Station	Point Robinson Coast Guard Light Station	K99S	47.3833333333333	-122.366666666667	S	STNM	US		WA				0	0	-9999	America/Los_Angeles	2006-10-29
6297682	Newport	Newport	K9B2	44.9333333333333	-72.2	S	STNM	US		VT				0	233	304	America/New_York	2006-10-29
6297683	Bear Island Coast Guard Station	Bear Island Coast Guard Station	K9B5	44.2833333333333	-68.2666666666667	S	STNM	US		ME				0	12	-9999	America/New_York	2006-10-29
6297684	Wells	Wells	K9BB	41.1166666666667	-114.966666666667	S	STNM	US		NV				0	1722	1707	America/Los_Angeles	2006-10-29
6297685	Dana Point	Dana Point	K9L0	33.45	-117.683333333333	S	STNM	US		CA				0	15	-9999	America/Los_Angeles	2006-10-29
6297686	Edwards, Edwards Air Force Auxiliary North Base	Edwards, Edwards Air Force Auxiliary North Base	K9L2	34.9833333333333	-117.85	S	STNM	US		CA				0	701	691	America/Los_Angeles	2006-10-29
6297687	Galveston Coast Guard Station	Galveston Coast Guard Station	K9R0	29.3333333333333	-94.7666666666667	S	STNM	US		TX				0	1	1	America/Indiana/Knox	2006-10-29
6297688	Chamberlain, Chamberlain Municipal Airport	Chamberlain, Chamberlain Municipal Airport	K9V9	43.7666666666667	-99.3183333333333	S	STNM	US		SD				0	516	518	America/North_Dakota/New_Salem	2006-10-29
6297799	Wainwright, Wainwright Airport	Wainwright, Wainwright Airport	KAWI	70.6386111111111	-160.006666666667	S	STNM	US		AK				0	9	2	America/Nome	2006-10-29
6297805	Fort Devens / Ayer	Fort Devens / Ayer	KAYE	42.5666666666667	-71.6	S	STNM	US		MA				0	82	76	America/New_York	2006-10-29
6297809	Battle Mountain	Battle Mountain	KB23	40.6	-116.866666666667	S	STNM	US		NV				0	1381	1399	America/Los_Angeles	2006-10-29
6297821	Butte La Rose	Butte La Rose	KBCG	30.1166666666667	-91.55	S	STNM	US		LA				0	10	1	America/Indiana/Knox	2006-10-29
6297824	Bradford / Rinkenberg	Bradford / Rinkenberg	KBDF	41.2333333333333	-89.6166666666667	S	STNM	US		IL				0	247	243	America/Chicago	2006-10-29
6297828	Bethel, Bethel Airport	Bethel, Bethel Airport	KBET	60.7858333333333	-161.826388888889	S	STNM	US		AK				0	39	31	America/Nome	2006-10-29
6297833	Belle Fourche	Belle Fourche	KBFU	43.9333333333333	-105.45	S	STNM	US		WY				0	1422	1425	America/Denver	2006-10-29
6297842	Eureka NEXRAD	Eureka NEXRAD	KBHX	40.5	-124.3	S	STNM	US		CA				0	767	670	America/Los_Angeles	2006-10-29
6297846	Delta Junction / Ft. Greely, Allen Army Air Field	Delta Junction / Ft. Greely, Allen Army Air Field	KBIG	63.9936111111111	-145.6925	S	STNM	US		AK				0	389	390	America/Anchorage	2006-10-29
6297850	Bittercreek	Bittercreek	KBIT	41.65	-108.583333333333	S	STNM	US		WY				0	2160	2182	America/Denver	2006-10-29
6297856	Ft. Polk, Fullerton Landing Strip	Ft. Polk, Fullerton Landing Strip	KBKB	31.0	-93.6166666666667	S	STNM	US		LA				0	94	60	America/Indiana/Knox	2006-10-29
6297873	Birmingham Nexrad	Birmingham Nexrad	KBMX	33.1666666666667	-86.75	S	STNM	US		AL				0	231	178	America/Indiana/Knox	2006-10-29
6297877	Burney	Burney	KBNY	40.8833333333333	-121.666666666667	S	STNM	US		CA				0	957	975	America/Los_Angeles	2006-10-29
6297798	Wildhorse Reservation / Elko	Wildhorse Reservation / Elko	KAWH	41.6666666666667	-115.783333333333	S	STNM	US		NV				0	1902	1949	America/Los_Angeles	2006-10-29
6297881	Boston Nexrad	Boston Nexrad	KBOX	41.95	-71.1333333333333	S	STNM	US		MA				0	71	20	America/New_York	2006-10-29
6297890	Bordeaux	Bordeaux	KBRX	41.9333333333333	-104.95	S	STNM	US		WY				0	1422	1585	America/Denver	2006-10-29
6297895	Bettles, Bettles Airport	Bettles, Bettles Airport	KBTT	66.9161111111111	-151.508888888889	S	STNM	US		AK				0	196	201	America/Anchorage	2006-10-29
6297898	Beaumont	Beaumont	KBUO	33.9333333333333	-116.966666666667	S	STNM	US		CA				0	692	792	America/Los_Angeles	2006-10-29
6297905	Beaver Rim	Beaver Rim	KBVR	42.5833333333333	-108.283333333333	S	STNM	US		WY				0	2072	2052	America/Denver	2006-10-29
6297918	Morris, Morris Municipal-James R Washburn Field Airport	Morris, Morris Municipal-James R Washburn Field Airport	KC09	41.4252777777778	-88.4186111111111	S	STNM	US		IL				0	178	173	America/Chicago	2006-10-29
6297919	Two Rivers Coast Guard Station	Two Rivers Coast Guard Station	KC58	44.1333333333333	-87.55	S	STNM	US		WI				0	176	176	America/Menominee	2006-10-29
6297920	Dixon / Walgreen Field	Dixon / Walgreen Field	KC73	41.8333333333333	-89.45	S	STNM	US		IL				0	240	239	America/Chicago	2006-10-29
6297921	Lacon, Marshall County Airport	Lacon, Marshall County Airport	KC75	41.0191666666667	-89.3863888888889	S	STNM	US		IL				0	173	166	America/Chicago	2006-10-29
6297922	Winter Park Resort 	Winter Park Resort 	KC96	39.8833333333333	-105.766666666667	S	STNM	US		CO				0	2771	2864	America/Denver	2006-10-29
6297934	Copper Mountain, Red Cliff Pass	Copper Mountain, Red Cliff Pass	KCCU	39.4672222222222	-106.150277777778	S	STNM	US		CO				0	3680	3685	America/Denver	2006-10-29
6297935	State College Nexrad	State College Nexrad	KCCX	40.9166666666667	-78.0	S	STNM	US		PA				0	758	700	America/New_York	2006-10-29
6297938	Crane Lake, Scotts Seaplane Base	Crane Lake, Scotts Seaplane Base	KCDD	48.2663888888889	-92.4836111111111	S	STNM	US		MN				0	341	351	America/Menominee	2006-10-29
